#Parameters = {a=0.5; d=0.035; h=9; p=3; phi=0; r_1=2; r_2=2.7; s=0.2; t=0.2; theta=0; w=12}
#"Frequency / GHz"	"VSWR0(1) [Magnitude]"
#----------------------------------------
5.2100000000000	1.5722357198052
5.2200000000000	1.5741753215224
5.2300000000000	1.5761031096049
5.2400000000000	1.5780190772478
5.2500000000000	1.5799232189793
5.2600000000000	1.5818155306176
5.2700000000000	1.5836960092282
5.2800000000000	1.5855646530837
5.2900000000000	1.5874214616238
5.3000000000000	1.5892664354171
5.3100000000000	1.5910995761243
5.3200000000000	1.5929208864623
5.3300000000000	1.5947303701695
5.3400000000000	1.5965280319724
5.3500000000000	1.5983138775527
5.3600000000000	1.6000879135164
5.3700000000000	1.6018501473630
5.3800000000000	1.6036005874561
5.3900000000000	1.6053392429947
5.4000000000000	1.6070661239858
5.4100000000000	1.6087812412174
5.4200000000000	1.6104846062324
5.4300000000000	1.6121762313040
5.4400000000000	1.6138561294105
5.4500000000000	1.6155243142126
5.4600000000000	1.6171808000297
5.4700000000000	1.6188256018183
5.4800000000000	1.6204587351504
5.4900000000000	1.6220802161922
5.5000000000000	1.6236900616847
5.5100000000000	1.6252882889234
5.5200000000000	1.6268749157399
5.5300000000000	1.6284499604832
5.5400000000000	1.6300134420017
5.5500000000000	1.6315653796266
5.5600000000000	1.6331057931541
5.5700000000000	1.6346347028303
5.5800000000000	1.6361521293345
5.5900000000000	1.6376580937645
5.6000000000000	1.6391526176213
5.6100000000000	1.6406357227952
5.6200000000000	1.6421074315517
5.6300000000000	1.6435677665177
5.6400000000000	1.6450167506687
5.6500000000000	1.6464544073161
5.6600000000000	1.6478807600946
5.6700000000000	1.6492958329503
5.6800000000000	1.6506996501295
5.6900000000000	1.6520922361666
5.7000000000000	1.6534736158741
5.7100000000000	1.6548438143313
5.7200000000000	1.6562028568743
5.7300000000000	1.6575507690861
5.7400000000000	1.6588875767867
5.7500000000000	1.6602133060237
5.7600000000000	1.6615279830637
5.7700000000000	1.6628316343826
5.7800000000000	1.6641242866577
5.7900000000000	1.6654059667592
5.8000000000000	1.6666767017419
5.8100000000000	1.6679365188377
5.8200000000000	1.6691854454477
5.8300000000000	1.6704235091351
5.8400000000000	1.6716507376178
5.8500000000000	1.6728671587617
5.8600000000000	1.6740728005736
5.8700000000000	1.6752676911950
5.8800000000000	1.6764518588957
5.8900000000000	1.6776253320677
5.9000000000000	1.6787881392188
5.9100000000000	1.6799403089675
5.9200000000000	1.6810818700369
5.9300000000000	1.6822128512493
5.9400000000000	1.6833332815212
5.9500000000000	1.6844431898578
5.9600000000000	1.6855426053483
5.9700000000000	1.6866315571610
5.9800000000000	1.6877100745387
5.9900000000000	1.6887781867939
6.0000000000000	1.6898359233049
6.0100000000000	1.6908833135109
6.0200000000000	1.6919203869084
6.0300000000000	1.6929471730471
6.0400000000000	1.6939637015258
6.0500000000000	1.6949700019887
6.0600000000000	1.6959661041221
6.0700000000000	1.6969520376501
6.0800000000000	1.6979278323323
6.0900000000000	1.6988935179593
6.1000000000000	1.6998491243503
6.1100000000000	1.7007946813496
6.1200000000000	1.7017302188239
6.1300000000000	1.7026557666590
6.1400000000000	1.7035713547572
6.1500000000000	1.7044770130346
6.1600000000000	1.7053727714182
6.1700000000000	1.7062586598437
6.1800000000000	1.7071347082526
6.1900000000000	1.7080009465902
6.2000000000000	1.7088574048031
6.2100000000000	1.7097041128368
6.2200000000000	1.7105411006337
6.2300000000000	1.7113683981311
6.2400000000000	1.7121860352589
6.2500000000000	1.7129940419379
6.2600000000000	1.7137924480776
6.2700000000000	1.7145812835747
6.2800000000000	1.7153605783112
6.2900000000000	1.7161303621524
6.3000000000000	1.7168906649458
6.3100000000000	1.7176415165190
6.3200000000000	1.7183829466787
6.3300000000000	1.7191149852086
6.3400000000000	1.7198376618684
6.3500000000000	1.7205510063923
6.3600000000000	1.7212550484877
6.3700000000000	1.7219498178338
6.3800000000000	1.7226353440806
6.3900000000000	1.7233116568476
6.4000000000000	1.7239787857226
6.4100000000000	1.7246367602607
6.4200000000000	1.7252856099831
6.4300000000000	1.7259253643765
6.4400000000000	1.7265560528916
6.4500000000000	1.7271777049425
6.4600000000000	1.7277903499058
6.4700000000000	1.7283940171197
6.4800000000000	1.7289887358831
6.4900000000000	1.7295745354549
6.5000000000000	1.7301514450535
6.5100000000000	1.7307194938555
6.5200000000000	1.7312787109956
6.5300000000000	1.7318291255659
6.5400000000000	1.7323707666148
6.5500000000000	1.7329036631470
6.5600000000000	1.7334278441227
6.5700000000000	1.7339433384570
6.5800000000000	1.7344501750197
6.5900000000000	1.7349483826344
6.6000000000000	1.7354379900785
6.6100000000000	1.7359190260826
6.6200000000000	1.7363915193300
6.6300000000000	1.7368554984567
6.6400000000000	1.7373109920506
6.6500000000000	1.7377580286515
6.6600000000000	1.7381966367509
6.6700000000000	1.7386268447915
6.6800000000000	1.7390486811669
6.6900000000000	1.7394621742219
6.7000000000000	1.7398673522516
6.7100000000000	1.7402642435018
6.7200000000000	1.7406528761684
6.7300000000000	1.7410332783978
6.7400000000000	1.7414054782863
6.7500000000000	1.7417695038801
6.7600000000000	1.7421253831755
6.7700000000000	1.7424731441186
6.7800000000000	1.7428128146053
6.7900000000000	1.7431444224813
6.8000000000000	1.7434679955422
6.8100000000000	1.7437835615334
6.8200000000000	1.7440911481501
6.8300000000000	1.7443907830373
6.8400000000000	1.7446824937903
6.8500000000000	1.7449663079541
6.8600000000000	1.7452422530241
6.8700000000000	1.7455103564459
6.8800000000000	1.7457706456155
6.8900000000000	1.7460231478794
6.9000000000000	1.7462678905347
6.9100000000000	1.7465049008297
6.9200000000000	1.7467342059634
6.9300000000000	1.7469558330863
6.9400000000000	1.7471698093002
6.9500000000000	1.7473761616587
6.9600000000000	1.7475749171672
6.9700000000000	1.7477661027836
6.9800000000000	1.7479497454180
6.9900000000000	1.7481258719332
7.0000000000000	1.7482945091453
7.0100000000000	1.7484556838235
7.0200000000000	1.7486094226908
7.0300000000000	1.7487557524240
7.0400000000000	1.7488946996545
7.0500000000000	1.7490262909681
7.0600000000000	1.7491505529060
7.0700000000000	1.7492675119645
7.0800000000000	1.7493771945959
7.0900000000000	1.7494796272086
7.1000000000000	1.7495748361678
7.1100000000000	1.7496628477956
7.1200000000000	1.7497436883717
7.1300000000000	1.7498173841338
7.1400000000000	1.7498839612778
7.1500000000000	1.7499434459586
7.1600000000000	1.7499958642906
7.1700000000000	1.7500412423476
7.1800000000000	1.7500796061644
7.1900000000000	1.7501109817360
7.2000000000000	1.7501353950193
7.2100000000000	1.7501528719329
7.2200000000000	1.7501634383579
7.2300000000000	1.7501671201384
7.2400000000000	1.7501639430822
7.2500000000000	1.7501539329612
7.2600000000000	1.7501371155122
7.2700000000000	1.7501135164371
7.2800000000000	1.7500831614042
7.2900000000000	1.7500460760480
7.3000000000000	1.7500022859705
7.3100000000000	1.7499518167417
7.3200000000000	1.7498946938997
7.3300000000000	1.7498309429524
7.3400000000000	1.7497605893772
7.3500000000000	1.7496836586222
7.3600000000000	1.7496001761069
7.3700000000000	1.7495101672226
7.3800000000000	1.7494136573335
7.3900000000000	1.7493106717772
7.4000000000000	1.7492012358655
7.4100000000000	1.7490853748853
7.4200000000000	1.7489631140990
7.4300000000000	1.7488344787458
7.4400000000000	1.7486994940419
7.4500000000000	1.7485581851820
7.4600000000000	1.7484105773393
7.4700000000000	1.7482566956671
7.4800000000000	1.7480965652991
7.4900000000000	1.7479302113507
7.5000000000000	1.7477576589192
7.5100000000000	1.7475789330856
7.5200000000000	1.7473940589145
7.5300000000000	1.7472030614557
7.5400000000000	1.7470059657450
7.5500000000000	1.7468027968048
7.5600000000000	1.7465935796454
7.5700000000000	1.7463783392657
7.5800000000000	1.7461571006544
7.5900000000000	1.7459298887905
7.6000000000000	1.7456967286451
7.6100000000000	1.7454576451816
7.6200000000000	1.7452126633572
7.6300000000000	1.7449618081236
7.6400000000000	1.7447051044284
7.6500000000000	1.7444425772159
7.6600000000000	1.7441742514282
7.6700000000000	1.7439001520063
7.6800000000000	1.7436203038913
7.6900000000000	1.7433347320254
7.7000000000000	1.7430434613529
7.7100000000000	1.7427465168218
7.7200000000000	1.7424439233843
7.7300000000000	1.7421357059985
7.7400000000000	1.7418218896294
7.7500000000000	1.7415024992499
7.7600000000000	1.7411775598426
7.7700000000000	1.7408470964001
7.7800000000000	1.7405111339271
7.7900000000000	1.7401696974413
7.8000000000000	1.7398228119747
7.8100000000000	1.7394705025749
7.8200000000000	1.7391127943061
7.8300000000000	1.7387497122512
7.8400000000000	1.7383812815124
7.8500000000000	1.7380075272128
7.8600000000000	1.7376284744977
7.8700000000000	1.7372441485364
7.8800000000000	1.7368545745229
7.8900000000000	1.7364597776779
7.9000000000000	1.7360597832499
7.9100000000000	1.7356546165170
7.9200000000000	1.7352443027880
7.9300000000000	1.7348288674039
7.9400000000000	1.7344083357400
7.9500000000000	1.7339827332065
7.9600000000000	1.7335520852509
7.9700000000000	1.7331164173590
7.9800000000000	1.7326757550567
7.9900000000000	1.7322301239116
8.0000000000000	1.7317795495347
8.0100000000000	1.7313240575817
8.0200000000000	1.7308636737552
8.0300000000000	1.7303984238058
8.0400000000000	1.7299283335342
8.0500000000000	1.7294534287929
8.0600000000000	1.7289737354876
8.0700000000000	1.7284892795793
8.0800000000000	1.7280000870860
8.0900000000000	1.7275061840844
8.1000000000000	1.7270075967119
8.1100000000000	1.7265043511682
8.1200000000000	1.7259964737173
8.1300000000000	1.7254839906895
8.1400000000000	1.7249669284831
8.1500000000000	1.7244453135663
8.1600000000000	1.7239191724795
8.1700000000000	1.7233885318369
8.1800000000000	1.7228534183287
8.1900000000000	1.7223138587229
8.2000000000000	1.7217698798676
8.2100000000000	1.7212215086930
8.2200000000000	1.7206687722134
8.2300000000000	1.7201116975293
8.2400000000000	1.7195503118298
8.2500000000000	1.7189846423943
8.2600000000000	1.7184147165951
8.2700000000000	1.7178405618994
8.2800000000000	1.7172622058717
8.2900000000000	1.7166796761756
8.3000000000000	1.7160930005769
8.3100000000000	1.7155022069451
8.3200000000000	1.7149073232563
8.3300000000000	1.7143083775951
8.3400000000000	1.7137053981575
8.3500000000000	1.7130984132529
8.3600000000000	1.7124874513066
8.3700000000000	1.7118725408626
8.3800000000000	1.7112537105856
8.3900000000000	1.7106309892640
8.4000000000000	1.7100044058121
8.4100000000000	1.7093739892727
8.4200000000000	1.7087397688202
8.4300000000000	1.7081017737624
8.4400000000000	1.7074600335440
8.4500000000000	1.7068145777486
8.4600000000000	1.7061654361020
8.4700000000000	1.7055126384746
8.4800000000000	1.7048562148841
8.4900000000000	1.7041961954989
8.5000000000000	1.7035326106400
8.5100000000000	1.7028654907850
8.5200000000000	1.7021948665698
8.5300000000000	1.7015207687927
8.5400000000000	1.7008432284164
8.5500000000000	1.7001622765717
8.5600000000000	1.6994779445601
8.5700000000000	1.6987902638570
8.5800000000000	1.6980992661148
8.5900000000000	1.6974049831662
8.6000000000000	1.6967074470270
8.6100000000000	1.6960066898996
8.6200000000000	1.6953027441760
8.6300000000000	1.6945956424412
8.6400000000000	1.6938854174767
8.6500000000000	1.6931721022633
8.6600000000000	1.6924557299849
8.6700000000000	1.6917363340317
8.6800000000000	1.6910139480039
8.6900000000000	1.6902886057146
8.7000000000000	1.6895603411940
8.7100000000000	1.6888291886925
8.7200000000000	1.6880951826843
8.7300000000000	1.6873583578713
8.7400000000000	1.6866187491864
8.7500000000000	1.6858763917972
8.7600000000000	1.6851313211102
8.7700000000000	1.6843835727741
8.7800000000000	1.6836331826834
8.7900000000000	1.6828801869831
8.8000000000000	1.6821246220715
8.8100000000000	1.6813665246051
8.8200000000000	1.6806059315017
8.8300000000000	1.6798428799450
8.8400000000000	1.6790774073885
8.8500000000000	1.6783095515591
8.8600000000000	1.6775393504621
8.8700000000000	1.6767668423844
8.8800000000000	1.6759920658993
8.8900000000000	1.6752150598705
8.9000000000000	1.6744358634565
8.9100000000000	1.6736545161149
8.9200000000000	1.6728710576064
8.9300000000000	1.6720855279996
8.9400000000000	1.6712979676754
8.9500000000000	1.6705084173314
8.9600000000000	1.6697169179861
8.9700000000000	1.6689235109840
8.9800000000000	1.6681282379998
8.9900000000000	1.6673311410434
9.0000000000000	1.6665322624642
9.0100000000000	1.6657316449560
9.0200000000000	1.6649293315618
9.0300000000000	1.6641253656786
9.0400000000000	1.6633197910622
9.0500000000000	1.6625126518321
9.0600000000000	1.6617039924766
9.0700000000000	1.6608938578575
9.0800000000000	1.6600822932153
9.0900000000000	1.6592693441746
9.1000000000000	1.6584550567483
9.1100000000000	1.6576394773438
9.1200000000000	1.6568226527675
9.1300000000000	1.6560046302303
9.1400000000000	1.6551854573532
9.1500000000000	1.6543651821717
9.1600000000000	1.6535438531424
9.1700000000000	1.6527215191475
9.1800000000000	1.6518982295006
9.1900000000000	1.6510740339523
9.2000000000000	1.6502489826954
9.2100000000000	1.6494231263712
9.2200000000000	1.6485965160743
9.2300000000000	1.6477692033588
9.2400000000000	1.6469412402439
9.2500000000000	1.6461126792198
9.2600000000000	1.6452835732532
9.2700000000000	1.6444539757936
9.2800000000000	1.6436239407788
9.2900000000000	1.6427935226410
9.3000000000000	1.6419627763128
9.3100000000000	1.6411317572335
9.3200000000000	1.6403005213546
9.3300000000000	1.6394691251464
9.3400000000000	1.6386376256039
9.3500000000000	1.6378060802531
9.3600000000000	1.6369745471572
9.3700000000000	1.6361430849232
9.3800000000000	1.6353117527075
9.3900000000000	1.6344806102229
9.4000000000000	1.6336497177449
9.4100000000000	1.6328191361179
9.4200000000000	1.6319889267619
9.4300000000000	1.6311591516787
9.4400000000000	1.6303298734591
9.4500000000000	1.6295011552887
9.4600000000000	1.6286730609552
9.4700000000000	1.6278456548545
9.4800000000000	1.6270190019980
9.4900000000000	1.6261931680185
9.5000000000000	1.6253682191781
9.5100000000000	1.6245442223738
9.5200000000000	1.6237212451452
9.5300000000000	1.6228993556810
9.5400000000000	1.6220786228259
9.5500000000000	1.6212591160875
9.5600000000000	1.6204409056436
9.5700000000000	1.6196240623485
9.5800000000000	1.6188086577406
9.5900000000000	1.6179947640491
9.6000000000000	1.6171824542014
9.6100000000000	1.6163718018296
9.6200000000000	1.6155628812781
9.6300000000000	1.6147557676105
9.6400000000000	1.6139505366168
9.6500000000000	1.6131472648204
9.6600000000000	1.6123460294855
9.6700000000000	1.6115469086240
9.6800000000000	1.6107499810030
9.6900000000000	1.6099553261517
9.7000000000000	1.6091630243688
9.7100000000000	1.6083731567297
9.7200000000000	1.6075858050936
9.7300000000000	1.6068010521109
9.7400000000000	1.6060189812304
9.7500000000000	1.6052396767062
9.7600000000000	1.6044632236055
9.7700000000000	1.6036897078153
9.7800000000000	1.6029192160501
9.7900000000000	1.6021518358585
9.8000000000000	1.6013876556311
9.8100000000000	1.6006267646072
9.8200000000000	1.5998692528819
9.8300000000000	1.5991152114139
9.8400000000000	1.5983647320317
9.8500000000000	1.5976179074417
9.8600000000000	1.5968748312344
9.8700000000000	1.5961355978922
9.8800000000000	1.5954003027957
9.8900000000000	1.5946690422314
9.9000000000000	1.5939419133983
9.9100000000000	1.5932190144148
9.9200000000000	1.5925004443256
9.9300000000000	1.5917863031086
9.9400000000000	1.5910766916819
9.9500000000000	1.5903717119101
9.9600000000000	1.5896714666111
9.9700000000000	1.5889760595631
9.9800000000000	1.5882855955108
9.9900000000000	1.5876001801717
10.000000000000	1.5869199202434
10.010000000000	1.5862449234088
10.020000000000	1.5855752983434
10.030000000000	1.5849111547210
10.040000000000	1.5842526032197
10.050000000000	1.5835997555286
10.060000000000	1.5829527243529
10.070000000000	1.5823116234204
10.080000000000	1.5816765674873
10.090000000000	1.5810476723432
10.100000000000	1.5804250548175
10.110000000000	1.5798088327843
10.120000000000	1.5791991251679
10.130000000000	1.5785960519482
10.140000000000	1.5779997341656
10.150000000000	1.5774102939260
10.160000000000	1.5768278544059
10.170000000000	1.5762525398569
10.180000000000	1.5756844756104
10.190000000000	1.5751237880820
10.200000000000	1.5745706047761
10.210000000000	1.5740250542895
10.220000000000	1.5734872663162
10.230000000000	1.5729573716504
10.240000000000	1.5724355021910
10.250000000000	1.5719217909448
10.260000000000	1.5714163720299
10.270000000000	1.5709193806789
10.280000000000	1.5704309532420
10.290000000000	1.5699512271899
10.300000000000	1.5694803411166
10.310000000000	1.5690184347417
10.320000000000	1.5685656489128
10.330000000000	1.5681221256077
10.340000000000	1.5676880079365
10.350000000000	1.5672634401429
10.360000000000	1.5668485676062
10.370000000000	1.5664435368427
10.380000000000	1.5660484955062
10.390000000000	1.5656635923900
10.400000000000	1.5652889774266
10.410000000000	1.5649248016890
10.420000000000	1.5645712173906
10.430000000000	1.5642283778857
10.440000000000	1.5638964376688
10.450000000000	1.5635755523749
10.460000000000	1.5632658787788
10.470000000000	1.5629675747941
10.480000000000	1.5626807994725
10.490000000000	1.5624057130027
10.500000000000	1.5621424767085
10.510000000000	1.5618912530480
10.520000000000	1.5616522056109
10.530000000000	1.5614254991171
10.540000000000	1.5612112994142
10.550000000000	1.5610097734750
10.560000000000	1.5608210893949
10.570000000000	1.5606454163888
10.580000000000	1.5604829247883
10.590000000000	1.5603337860383
10.600000000000	1.5601981726934
10.610000000000	1.5600762584142
10.620000000000	1.5599682179635
10.630000000000	1.5598742272023
10.640000000000	1.5597944630853
10.650000000000	1.5597291036565
10.660000000000	1.5596783280448
10.670000000000	1.5596423164589
10.680000000000	1.5596212501828
10.690000000000	1.5596153115702
10.700000000000	1.5596246840395
10.710000000000	1.5596495520685
10.720000000000	1.5596901011887
10.730000000000	1.5597465179799
10.740000000000	1.5598189900641
10.750000000000	1.5599077061002
10.760000000000	1.5600128557775
10.770000000000	1.5601346298099
10.780000000000	1.5602732199301
10.790000000000	1.5604288188828
10.800000000000	1.5606016204193
10.810000000000	1.5607918192906
10.820000000000	1.5609996112417
10.830000000000	1.5612251930049
10.840000000000	1.5614687622938
10.850000000000	1.5617305177971
10.860000000000	1.5620106591723
10.870000000000	1.5623093870397
10.880000000000	1.5626269029762
10.890000000000	1.5629634095094
10.900000000000	1.5633191101119
10.910000000000	1.5636942091953
10.920000000000	1.5640889121046
10.930000000000	1.5645034251129
10.940000000000	1.5649379554161
10.950000000000	1.5653927111276
10.960000000000	1.5658679012738
10.970000000000	1.5663637357891
10.980000000000	1.5668804255117
10.990000000000	1.5674181821794
11.000000000000	1.5679772184258
11.010000000000	1.5685577477768
11.020000000000	1.5691599846477
11.030000000000	1.5697841443396
11.040000000000	1.5704304430378
11.050000000000	1.5710990978094
11.060000000000	1.5717903266017
11.070000000000	1.5725043482409
11.080000000000	1.5732413824317
11.090000000000	1.5740016497569
11.100000000000	1.5747853716775
11.110000000000	1.5755927705341
11.120000000000	1.5764240695476
11.130000000000	1.5772794928217
11.140000000000	1.5781592653452
11.150000000000	1.5790636129952
11.160000000000	1.5799927625411
11.170000000000	1.5809469416490
11.180000000000	1.5819263788869
11.190000000000	1.5829313037308
11.200000000000	1.5839619465711
11.210000000000	1.5850185387201
11.220000000000	1.5861013124203
11.230000000000	1.5872105008535
11.240000000000	1.5883463381505
11.250000000000	1.5895090594014
11.260000000000	1.5906989006681
11.270000000000	1.5919160989957
11.280000000000	1.5931608924265
11.290000000000	1.5944335200142
11.300000000000	1.5957342218388
11.310000000000	1.5970632390232
11.320000000000	1.5984208137499
11.330000000000	1.5998071892796
11.340000000000	1.6012226099703
11.350000000000	1.6026673212974
11.360000000000	1.6041415698750
11.370000000000	1.6056456034785
11.380000000000	1.6071796710676
11.390000000000	1.6087440228115
